sci_name_out,(Intercept),year,milieu_catopenland,milieu_catothers,milieu_caturban,tempsrping,precspring,shannon,drymatter,year:d_impervious,year:d_treedensity,year:eulandsystem_forest_lowmedium,year:eulandsystem_forest_high,year:d_agri,year:eulandsystem_farmland_low,year:eulandsystem_farmland_medium,year:eulandsystem_farmland_high,year:d_tempsrping,year:d_tempsrpingvar,year:d_precspring,year:d_shannon,year:protectedarea_perc,dev_exp,n_obs,PLS
Accipiter nisus,-1.47681231194068,NA,NA,NA,NA,-0.52559008809199,-0.638982854076894,0.159485437043811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102097272809613,3566,7
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,8
Accipiter nisus,-0.946778934856006,NA,NA,NA,NA,1.93507657744301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0405370437443684,3134,9
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264960239141808,1519,10
Accipiter nisus,-1.27299500547524,NA,NA,NA,NA,NA,NA,NA,NA,0.169539076270033,0.193048054145533,NA,NA,NA,NA,-0.309326791610119,NA,NA,NA,NA,NA,NA,0.063950952547342,2827,11
Accipiter nisus,-1.70495483261427,NA,-0.344965194153656,NA,NA,NA,NA,NA,NA,NA,-0.112393315558258,NA,NA,NA,NA,NA,NA,-0.0710583761917081,NA,NA,NA,NA,0.0419508710856511,3337,12
Accipiter nisus,-7.64815794030927,NA,NA,NA,NA,NA,NA,NA,0.463976009672048,NA,NA,NA,NA,NA,NA,NA,NA,-0.205370231482615,NA,-0.299613789049186,NA,NA,0.0678291425226801,2023,13
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,14
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,15
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.07051276700216,NA,NA,NA,NA,NA,NA,NA,-0.234930611105191,0.0629090553525795,961,16
Accipiter nisus,NA,NA,1.31927211688516,NA,NA,NA,NA,0.443366750731301,NA,NA,NA,NA,NA,NA,NA,0.543473994449058,NA,NA,NA,NA,NA,NA,0.224450545075558,942,17
Accipiter nisus,-1.99726468088287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.116566102836195,NA,NA,NA,NA,NA,NA,NA,NA,-0.0992497145265586,0.0192036905360117,5912,18
Accipiter nisus,-1.93587447726756,0.209452273242165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.197597389679937,NA,NA,NA,NA,NA,NA,0.0229965604271833,3089,19
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.532019781565529,0.736256914311258,NA,NA,NA,NA,0.0181408069735978,1008,21
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,22
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108861602382517,NA,0.162362896636362,NA,NA,NA,NA,NA,NA,NA,NA,0.0137811799309898,4575,23
Accipiter nisus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,24
Accipiter nisus,NA,-1.01599403961464,NA,NA,NA,NA,NA,NA,NA,-0.474116467832602,NA,NA,NA,NA,NA,NA,NA,0.313964898851299,NA,NA,NA,NA,0.0251812217759855,1908,25
Accipiter nisus,-1.37872304062052,-0.0345942791253616,NA,NA,NA,NA,NA,0.0302075506475092,NA,NA,NA,NA,0.0212460581102305,NA,NA,NA,NA,NA,0.0383517055011905,NA,NA,NA,0.0320821662979034,83537,europe
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,2
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416,4
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,2.34944310745893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.242233243070018,NA,NA,NA,NA,0.094838947002481,2677,5
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,6
Acrocephalus arundinaceus,NA,-5.04114938890454,NA,NA,1.80046343013628,NA,NA,NA,NA,-0.100645744375587,NA,NA,NA,0.0754060434548822,NA,-0.312653142198039,-0.23861113154928,NA,0.148174969564888,0.414531846039055,NA,-0.127509612429947,0.105020808782818,1590,7
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,8
Acrocephalus arundinaceus,NA,NA,NA,NA,-0.756252640757399,NA,NA,NA,NA,-0.127166065931662,NA,NA,0.0591378383827276,NA,NA,NA,NA,NA,NA,NA,-0.118645657054318,NA,0.165992835882634,2617,9
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,10
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,11
Acrocephalus arundinaceus,NA,-0.822627105256982,NA,NA,1.79494727078358,NA,NA,NA,NA,NA,NA,NA,NA,-0.388781405711738,NA,NA,NA,NA,NA,0.239611297859496,NA,NA,0.451854515547028,1217,12
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415,13
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,15
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161675533678658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.147743958610728,2112,16
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,17
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,18
Acrocephalus arundinaceus,NA,0.607364358506823,NA,NA,NA,NA,NA,0.446816602439354,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.258666016783656,NA,NA,NA,NA,0.510615175792336,974,19
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,21
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,22
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,23
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,24
Acrocephalus arundinaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,25
Acrocephalus arundinaceus,-1.08428005458708,NA,NA,0.892016963908401,0.275949063809643,0.473480344748544,-0.207147113171279,0.0465172710363759,0.23353556534336,NA,-0.0642775340446345,NA,NA,NA,NA,NA,0.0931625388074985,NA,NA,NA,-0.0390131710113012,0.08892275226412,0.237499542917706,13994,europe
Acrocephalus dumetorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2
Acrocephalus dumetorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,5
Acrocephalus dumetorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,6
Acrocephalus dumetorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,9
Acrocephalus dumetorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,13
Acrocephalus dumetorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,15
Acrocephalus dumetorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,22
Acrocephalus dumetorum,NA,1.29197571052052,NA,NA,NA,NA,3.71940026889477,0.276969917771221,NA,NA,NA,NA,NA,NA,NA,0.123849442469574,NA,-0.490050389356106,NA,NA,NA,NA,0.311009066677662,814,25
Acrocephalus dumetorum,NA,0.509669707498774,NA,NA,NA,1.03153854927932,NA,0.452070587894774,NA,-0.157323121283161,0.12261907442051,-0.302214689760884,-0.263035150759625,NA,NA,NA,NA,NA,NA,NA,NA,-0.164116378733196,0.292003402599592,2282,europe
Acrocephalus palustris,NA,0.752567982759375,NA,NA,1.20768698650866,NA,NA,0.345070115611512,NA,NA,NA,-0.474731148139669,NA,NA,0.32191483173619,NA,NA,NA,0.248535029404387,-0.952334064941543,NA,NA,0.31817325058801,882,2
Acrocephalus palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,3
Acrocephalus palustris,-3.29257207068064,NA,0.71259399379381,NA,0.927454405758746,NA,NA,NA,0.503374185077532,-0.0507590485589727,NA,NA,-0.0487808746543021,NA,-0.335552745273393,-0.408353318986866,-0.386522456994163,NA,NA,NA,-0.078133746763455,NA,0.0727700551559255,8540,5
Acrocephalus palustris,NA,-0.649598729593886,NA,NA,NA,NA,-3.70607855698606,NA,NA,NA,0.117258809175102,NA,NA,0.0852872352750607,NA,0.14488392591286,NA,NA,NA,NA,NA,-0.887512229330221,0.136379679163422,2794,6
Acrocephalus palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,8
Acrocephalus palustris,NA,NA,0.717124601659491,0.99213662653427,1.13124768832513,NA,NA,0.169346595055192,0.609625808411148,NA,NA,0.0793447985002622,NA,NA,NA,NA,NA,NA,-0.121554548914112,-0.0608780213923474,-0.0683912027612159,-0.041875430705722,0.106797457513749,5331,9
Acrocephalus palustris,NA,1.80154581897071,1.04128528406102,NA,1.16481358975197,-7.35488554824879,-10.3897382306069,NA,NA,NA,NA,NA,0.0867352356695989,NA,3.07626330533583,NA,0.15337182445314,-0.134859642239402,NA,NA,NA,NA,0.280577236427097,1155,10
Acrocephalus palustris,NA,0.355180252570475,0.70951476689473,1.26978431582201,1.00065050313992,NA,NA,NA,NA,-0.0484113002584386,NA,0.0433625844974093,NA,0.0466677364982842,NA,NA,NA,NA,-0.483818440612532,NA,0.0534956209966701,-0.155173924996302,0.0956834386337584,4689,11
Acrocephalus palustris,NA,NA,1.08042880788572,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.187865072695521,NA,NA,NA,NA,-0.16397720237249,NA,NA,NA,-0.1216384199853,0.197055433613206,1211,12
Acrocephalus palustris,NA,NA,0.842174091404061,NA,NA,3.31289556610754,NA,NA,NA,NA,-0.055906395393436,-0.110928279393322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.390151044708615,1774,13
Acrocephalus palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,14
Acrocephalus palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,15
Acrocephalus palustris,NA,NA,NA,1.54676295350594,NA,NA,NA,NA,NA,NA,NA,-0.0922699827125967,NA,NA,NA,NA,NA,NA,NA,NA,-0.183041885496117,NA,0.121442466415086,1561,16
Acrocephalus palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106734274110402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0172387533417978,1355,17
Acrocephalus palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0889190964799638,NA,-0.103320626007114,NA,NA,NA,NA,NA,0.0710675746682401,-0.105966340616922,NA,NA,NA,0.0574776635478462,2437,18
Acrocephalus palustris,-1.60696497941183,0.144669727981042,0.66186688162369,1.96529713626998,1.0289012244603,NA,NA,NA,NA,-0.141855551742029,0.0814437651467997,NA,NA,NA,-0.324564938785937,-0.353943522797421,-0.297730457460315,0.109277310058733,-0.143825107577548,NA,NA,-0.0683877878616684,0.184295985624767,3116,19
Acrocephalus palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251,22
Acrocephalus palustris,NA,-0.585066275631838,NA,1.8818052694042,NA,NA,NA,NA,NA,NA,NA,NA,0.275585778263225,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184869864593555,873,23
Acrocephalus palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,25
Acrocephalus palustris,0.424668052337558,0.0385819672069186,0.677150204862696,1.16496585670568,0.799220980024114,0.181659567990744,0.318288015996605,NA,0.21755089371704,-0.0278928565352896,NA,NA,-0.0507176409780695,0.0455457921641306,NA,NA,NA,NA,-0.0661269483443672,NA,NA,-0.0383839761594553,0.23414081396509,36825,europe
Acrocephalus schoenobaenus,-0.869690419643065,-0.418863619292876,NA,0.589858026213989,NA,NA,NA,NA,NA,-0.0476389220955741,0.0909275429269717,NA,0.10329036900993,NA,NA,NA,NA,0.204309383232156,-0.487817657434653,NA,NA,NA,0.0285646284550114,6991,1
Acrocephalus schoenobaenus,NA,0.371171003127992,NA,NA,NA,NA,NA,NA,NA,-0.121637339157308,0.0716793278774943,NA,NA,-0.234378484724718,-0.222785426228892,NA,0.419471863064422,NA,NA,-0.443641961363901,NA,NA,0.0753487202618074,944,2
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,3
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19551777383241,NA,0.0896107539998978,NA,NA,NA,NA,NA,0.200581780773301,0.225901618121774,-0.0889437399408386,NA,NA,0.0417153644709348,2344,5
Acrocephalus schoenobaenus,NA,NA,NA,1.28355422324679,NA,4.23496125279879,NA,NA,0.362110347823723,NA,-0.0711454375795945,-0.038568281556884,0.0825424481660692,-0.0460800454994391,NA,NA,NA,0.12451635420238,NA,0.108232527742386,NA,NA,0.206058920239186,11355,6
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8
Acrocephalus schoenobaenus,-1.846710103172,NA,0.639441788199827,1.51736464257166,NA,6.24429056471819,NA,NA,NA,NA,0.235262480081944,0.136669879188035,NA,NA,NA,NA,NA,0.383382220109255,-0.493570270935541,NA,NA,0.0900752183339718,0.0718613112394489,2069,9
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,10
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,-2.86376480156841,NA,NA,NA,0.122604825211676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244158832675421,2283,11
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,12
Acrocephalus schoenobaenus,NA,-0.623756387498747,NA,NA,NA,NA,NA,NA,NA,NA,0.170748126545847,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16430991225697,NA,0.516125165290022,1170,13
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,14
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,15
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,-5.69387558193936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.931411646683612,NA,NA,NA,NA,0.21578415594195,1256,16
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,17
Acrocephalus schoenobaenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,18
